"","x"
"2059",6646.52490234375
"2060",3321.38134765625
"2061",1212.29125976562
"2062",43620.60546875
"2063",10886.1728515625
"2064",27350.46484375
"2065",56915.28515625
"2066",2543.47631835938
"2067",3172.57885742188
"2068",10404.3583984375
"2069",1438.79516601562
"2070",14535.759765625
"2071",15079.5595703125
"2072",17035.75390625
"2073",10369.5751953125
"2074",6107.0146484375
"2075",655.965393066406
"2076",15178.7080078125
"2077",44935.81640625
"2078",23747.0625
"2079",25210.08203125
"2080",18095.7890625
"2081",45781.65234375
"2082",24452.9609375
"2083",34903.28125
"2084",1445.74853515625
"2085",20140.833984375
"2086",3437.70361328125
"2087",25623.259765625
"2088",2276.12426757812
"2089",69422.1640625
"2090",13415.7724609375
"2091",10740.373046875
"2092",138.835388183594
"2093",6701.16015625
"2094",387.504852294922
"2095",2532.55029296875
"2096",14389.3681640625
"2097",6768.67236328125
"2098",9903.2119140625
"2099",18596.220703125
"2100",20693.568359375
"2101",5684.2568359375
"2102",3066.99047851562
"2103",589.945129394531
"2104",29303.298828125
"2105",7454.9951171875
"2106",46719.46484375
"2107",36852.37890625
"2108",7441.9970703125
"2109",13339.5810546875
"2110",17307.26953125
"2111",18144.3984375
"2112",47183.41015625
"2113",3875.8828125
"2114",15834.458984375
"2115",16666.59765625
"2116",37902.99609375
"2117",3469.97998046875
"2118",2621.97143554688
"2119",15424.552734375
"2120",5111.3701171875
"2121",18408.166015625
"2122",6677.220703125
"2123",27477.744140625
"2124",8695.1298828125
"2125",2840.23120117188
"2126",147594.140625
"2127",1371.673828125
"2128",4700.0966796875
"2129",8570.85546875
"2130",8110.6025390625
"2131",15229.951171875
"2132",12174.576171875
"2133",3115.33081054688
"2134",18482.177734375
"2135",4456.92041015625
"2136",68824.0625
"2137",67652.140625
"2138",11200.5283203125
"2139",10834.6748046875
"2140",2915.9970703125
"2141",8435.7099609375
"2142",4800.41259765625
"2143",13441.240234375
"2144",36779.09765625
"2145",4187.58203125
"2146",36294.40625
"2147",4688.416015625
"2148",1291.89428710938
"2149",24544.439453125
"2150",2221.38403320312
"2151",11981.0166015625
"2152",14946.3603515625
"2153",11543.0556640625
"2154",59486.60546875
"2155",13041.841796875
"2156",27064.86328125
"2157",19911.11328125
"2158",44035.46875
"2159",9807.306640625
"2160",8178.1787109375
"2161",21637.97265625
"2162",6689.9384765625
"2163",95514.0859375
"2164",78106.203125
"2165",25613.73046875
"2166",10419.3984375
"2167",11130.373046875
"2168",45546.80859375
"2169",1686.58520507812
"2170",40625.9140625
"2171",1979.27844238281
"2172",21198.025390625
"2173",28677.333984375
"2174",5428.87890625
"2175",25445.048828125
"2176",1195.60278320312
"2177",3653.46459960938
"2178",20659.388671875
"2179",32047.349609375
"2180",1512.68786621094
"2181",13398.6708984375
"2182",8037.54541015625
"2183",1160.41247558594
"2184",4341.0693359375
"2185",7915.93212890625
"2186",8693.072265625
"2187",80.85986328125
"2188",1221.53161621094
"2189",192.577774047852
"2190",19201.236328125
"2191",13414.62890625
"2192",21.4074745178223
"2193",40.801456451416
"2194",4112.67529296875
"2195",984.346862792969
"2196",5216.5361328125
"2197",15183.3662109375
"2198",7894.42626953125
"2199",115.712554931641
"2200",20829.14453125
"2201",39250.6953125
"2202",20.58030128479
"2203",18087.64453125
"2204",24130.82421875
"2205",3887.07104492188
"2206",1663.50329589844
"2207",1128.86120605469
"2208",12681.259765625
"2209",1484.18908691406
"2210",11222.2294921875
"2211",164.257095336914
"2212",7775.84619140625
"2213",64799.765625
"2214",13257.3037109375
"2215",16682.205078125
"2216",432.503265380859
"2217",12110.9052734375
"2218",22179.427734375
"2219",18306.970703125
"2220",2227.50219726562
"2221",11876.529296875
"2222",1583.3896484375
"2223",21550.21484375
"2224",28343.34375
"2225",16642.984375
"2226",3592.56567382812
"2227",12450.3212890625
"2228",22747.5859375
"2229",11918.724609375
"2230",14298.388671875
"2231",7572.8740234375
"2232",6884.45751953125
"2233",14835.7158203125
"2234",75231.8671875
"2235",7714.5986328125
"2236",13115.0302734375
"2237",18243.53125
"2238",12814.2275390625
"2239",7230.56884765625
"2240",38839.78515625
"2241",4770.5986328125
"2242",22939.17578125
"2243",8114.6689453125
"2244",12575.54296875
"2245",10428.6376953125
"2246",48615.48046875
"2247",29183.658203125
"2248",17118.8671875
"2249",3738.88671875
"2250",5999.4443359375
"2251",9817.5107421875
"2252",14210.2333984375
"2253",11339.384765625
"2254",14567.314453125
"2255",7697.02490234375
"2256",39808.1015625
"2257",15918.154296875
"2258",27186.478515625
"2259",18800.755859375
"2260",8124.4130859375
"2261",16264.134765625
"2262",3938.16577148438
"2263",10531.8916015625
"2264",94748.21875
"2265",12935.97265625
"2266",11804.9375
"2267",5436.76220703125
"2268",2208.03173828125
"2269",51113.296875
"2270",2447.78955078125
"2271",43703.41015625
"2272",19212.9296875
"2273",23365.94921875
"2274",6263.94384765625
"2275",9475.30078125
"2276",939.415466308594
"2277",11686.568359375
"2278",23740.806640625
"2279",714.862182617188
"2280",17192.55859375
"2281",7945.953125
"2282",6531.2236328125
"2283",4736.68701171875
"2284",4953.103515625
"2285",3707.42163085938
"2286",6772.71044921875
"2287",9565.2294921875
"2288",23178.046875
"2289",21596.388671875
"2290",28799.1015625
"2291",12639.251953125
"2292",5107.03076171875
"2293",7295.33935546875
"2294",17449.12109375
"2295",14970.744140625
"2296",6008.2294921875
"2297",3605.93310546875
"2298",45671.3203125
"2299",12155.0576171875
"2300",26965.8828125
"2301",6261.77978515625
"2302",7981.94580078125
"2303",13245.3232421875
"2304",525.952880859375
"2305",12502.4326171875
"2306",2385.68872070312
"2307",4155.57958984375
"2308",34683.30078125
"2309",18751.447265625
"2310",23012.37109375
"2311",13198.8212890625
"2312",5312.501953125
"2313",22180.953125
"2314",29272.626953125
"2315",6643.7412109375
"2316",2936.05297851562
"2317",42129.26171875
"2318",4594.06103515625
"2319",12854.041015625
"2320",8347.5400390625
"2321",14319.826171875
"2322",38800.8984375
"2323",18585.0859375
"2324",32333.65625
"2325",10256.4365234375
"2326",40291.515625
"2327",5631.2919921875
"2328",2101.12817382812
"2329",8982.0029296875
"2330",4977.3359375
"2331",1447.18566894531
"2332",13301.234375
"2333",9757.919921875
"2334",8145.33935546875
"2335",11397.947265625
"2336",18008.25390625
"2337",7194.255859375
"2338",10335.7666015625
"2339",9630.494140625
"2340",8427.7177734375
"2341",19837.958984375
"2342",11553.787109375
"2343",56153.6328125
"2344",35356.48828125
"2345",6994.904296875
"2346",6440.908203125
"2347",21776.849609375
"2348",12912.48046875
"2349",11537.4580078125
"2350",12698.2705078125
"2351",9311.60546875
"2352",18063.58984375
"2353",10205.7607421875
"2354",20319.8828125
"2355",23360.44140625
"2356",2277.86547851562
"2357",2984.45654296875
"2358",14950.603515625
"2359",11228.373046875
"2360",6809.2177734375
"2361",20625.15625
"2362",27921.4765625
"2363",6445.04248046875
"2364",13358.0302734375
"2365",737.875366210938
"2366",12685.3056640625
"2367",80537.0390625
"2368",9868.7119140625
"2369",42030.375
"2370",38570.4609375
"2371",4802.10546875
"2372",55428.93359375
"2373",16900.78515625
"2374",15431.4228515625
"2375",14299.2333984375
"2376",21236.06640625
"2377",50137.59375
"2378",18865.44921875
"2379",9431.6298828125
"2380",11596.869140625
"2381",24804.796875
"2382",3707.88134765625
"2383",29996.1796875
"2384",8569.6474609375
"2385",18189.146484375
"2386",5319.3828125
"2387",40364.15234375
"2388",6325.93359375
"2389",34469.54296875
"2390",66315.34375
"2391",17680.55859375
"2392",18538.5703125
"2393",45492.0078125
"2394",22663.072265625
"2395",25231.94140625
"2396",14132.1630859375
"2397",16052.732421875
"2398",1224.97839355469
"2399",48202.984375
"2400",1393.35852050781
"2401",26486.40625
"2402",89696.40625
"2403",21438.89453125
"2404",16873.5390625
"2405",29199.20703125
"2406",39105.58203125
"2407",23881.619140625
"2408",16.1726970672607
"2409",18050.16015625
"2410",20375.9921875
"2411",17923.490234375
"2412",23526.93359375
"2413",2982.94580078125
"2414",5251.59033203125
"2415",34645.671875
"2416",1689.130859375
"2417",100285.75
"2418",20002.982421875
"2419",57433.78125
"2420",13752.638671875
"2421",5696.5791015625
"2422",3532.5234375
"2423",1791.9970703125
"2424",5415.69384765625
"2425",4122.8251953125
"2426",6849.61865234375
"2427",20969.767578125
"2428",32236.8515625
"2429",27973.451171875
"2430",25294.126953125
"2431",24565.58984375
"2432",23163.953125
"2433",705.851440429688
"2434",13711.3974609375
"2435",17829.341796875
"2436",2172.22119140625
"2437",50152.31640625
"2438",7268.30419921875
"2439",32041.341796875
"2440",28009.712890625
"2441",11652.1982421875
"2442",1383.50988769531
"2443",11365.6484375
"2444",7308.0166015625
"2445",24477.62890625
"2446",16165.2646484375
"2447",43102.97265625
"2448",19727.658203125
"2449",59266.40234375
"2450",11677.7314453125
"2451",14460.2626953125
"2452",800.250061035156
"2453",6409.6552734375
"2454",37941.15625
"2455",5658.63427734375
"2456",24065.208984375
"2457",7933.59765625
"2458",8781.064453125
"2459",17631.345703125
"2460",14898.16796875
"2461",553.17236328125
"2462",11620.455078125
"2463",22756.046875
"2464",8527.884765625
"2465",20923.822265625
"2466",36097.07421875
"2467",6303.09033203125
"2468",24875.794921875
"2469",9689.701171875
"2470",615.687072753906
"2471",17723.79296875
"2472",7729.6220703125
"2473",22129.59375
"2474",28574.015625
"2475",17854.19921875
"2476",25176.49609375
"2477",17095.111328125
"2478",26157.818359375
"2479",11282.001953125
"2480",12126.916015625
"2481",28885
"2482",41620.4375
"2483",23206.2109375
"2484",2625.2275390625
"2485",28657.525390625
"2486",14862.9130859375
"2487",1233.33898925781
"2488",147152.328125
"2489",17579.263671875
"2490",8025.28076171875
"2491",14953.931640625
"2492",156787.078125
"2493",3866.87158203125
"2494",87514.6875
"2495",35150.29296875
"2496",8367.0166015625
"2497",17775.296875
"2498",30091.005859375
"2499",28516.25390625
"2500",15606.5791015625
"2501",10461.220703125
"2502",3462.87158203125
"2503",53301.96875
"2504",29824.3359375
"2505",2867.16528320312
"2506",20236.169921875
"2507",12491.3642578125
"2508",24735.375
"2509",22061.736328125
"2510",40105.234375
"2511",18159.203125
"2512",25960.31640625
"2513",36251.32421875
"2514",25551.365234375
"2515",39045.6875
"2516",23801.748046875
"2517",28723.142578125
"2518",958.023498535156
"2519",7405.50341796875
"2520",79230.59375
"2521",30260.66796875
"2522",10988.220703125
"2523",53704.9453125
"2524",15434.2490234375
"2525",20190.70703125
"2526",5012.06982421875
"2527",45385.2265625
"2528",20938.70703125
"2529",28286.953125
"2530",5073.4130859375
"2531",25580.17578125
"2532",15306.33984375
"2533",48485.53125
"2534",16763.837890625
"2535",63437.78125
"2536",15736.189453125
"2537",2513.62060546875
"2538",21638.783203125
"2539",7580.3583984375
"2540",8476.7646484375
"2541",37015.2421875
"2542",50183.3515625
"2543",23575.6953125
"2544",11484.0078125
"2545",23490.740234375
"2546",18517.33984375
"2547",2630.39135742188
"2548",99.2102661132812
"2549",86644.328125
"2550",32137.615234375
"2551",22250.638671875
"2552",14652.4951171875
"2553",19359.24609375
"2554",14853.298828125
"2555",4559.66796875
"2556",53758.87890625
"2557",25105.697265625
"2558",65258.37890625
"2559",44371.15625
"2560",13734.5517578125
"2561",10352.22265625
"2562",13591.16796875
"2563",19584.966796875
"2564",27944.4921875
"2565",41181.4921875
"2566",26168.494140625
"2567",45067.56640625
"2568",30630.42578125
"2569",8858.705078125
"2570",42727.47265625
"2571",3.60707378387451
"2572",9469.708984375
"2573",27004.873046875
"2574",3829.24877929688
"2575",1336.90979003906
"2576",28399.06640625
"2577",23828.40625
"2578",5732.89697265625
"2579",24175.298828125
"2580",16523.71875
"2581",16803.9453125
"2582",17562.509765625
"2583",12494.64453125
"2584",24089.302734375
"2585",23108.138671875
"2586",17956.5234375
"2587",42233.27734375
"2588",12329.9111328125
"2589",21183.630859375
"2590",20261.517578125
"2591",26275.091796875
"2592",9380.650390625
"2593",27169.10546875
"2594",18497.84375
"2595",31931.6171875
"2596",38512.91015625
"2597",38339.33984375
"2598",1466.71032714844
"2599",22716.15234375
"2600",13405.3203125
"2601",18900.212890625
"2602",10950.1279296875
"2603",6211.9228515625
"2604",5872.80419921875
"2605",14885.205078125
"2606",72937.109375
"2607",11072.6533203125
"2608",12161.7001953125
"2609",5954.9931640625
"2610",38625.72265625
"2611",12104.9521484375
"2612",56337.65625
"2613",49764.96875
"2614",2897.98706054688
"2615",6087.4228515625
"2616",24906.72265625
"2617",26339.970703125
"2618",31578.701171875
"2619",163.36181640625
"2620",297.066284179688
"2621",30423.80859375
"2622",12701.9326171875
"2623",14166.4111328125
"2624",57056.94921875
"2625",11237.6328125
"2626",40727.69921875
"2627",21575.712890625
"2628",31634.76171875
"2629",47886.78515625
"2630",10817.3408203125
"2631",20568.3046875
"2632",32798.859375
"2633",25120.333984375
"2634",81536.6796875
"2635",38019.1171875
"2636",24323.89453125
"2637",14697.4970703125
"2638",7534.91455078125
"2639",15612.10546875
"2640",2889.662109375
"2641",24388.578125
"2642",10820.4091796875
"2643",15083.578125
"2644",234460.5
"2645",31858.994140625
"2646",19922.49609375
"2647",51133.30078125
"2648",96341.921875
"2649",22391.70703125
"2650",33169.7734375
"2651",90192.484375
"2652",43720.5625
"2653",24236.541015625
"2654",13281.1796875
"2655",24894.32421875
"2656",22261.91015625
"2657",6098.08154296875
"2658",23980.0703125
"2659",14071.6220703125
"2660",52872.8671875
"2661",15345.0390625
"2662",49561.76953125
"2663",29131.3984375
"2664",38136.99609375
"2665",8164.10595703125
"2666",16042.87109375
"2667",12360.6962890625
"2668",1974.59313964844
"2669",30210.74609375
"2670",17578.908203125
"2671",49174.71484375
"2672",18932.859375
"2673",16329.8720703125
"2674",15038.71484375
"2675",23138.59765625
"2676",91199.8671875
"2677",37601.92578125
"2678",387317.59375
"2679",26258.888671875
"2680",19884.775390625
"2681",102641.7890625
"2682",35282.04296875
"2683",13484.115234375
"2684",55489.125
"2685",41583.2421875
"2686",27727.994140625
"2687",17806.90625
"2688",38178.58984375
"2689",11041.015625
"2690",20087.69140625
"2691",15016.6162109375
"2692",30599.939453125
"2693",46831.64453125
"2694",43396.89453125
"2695",2019.77185058594
"2696",6876.13232421875
"2697",39096.69140625
"2698",67592.6875
"2699",28104.99609375
"2700",13044.060546875
"2701",41473.42578125
"2702",58731.4609375
"2703",23110.546875
"2704",56110.296875
"2705",28946.291015625
"2706",19229.66015625
"2707",113954.625
"2708",32855.3125
"2709",50561.80078125
"2710",107569.640625
"2711",47985.10546875
"2712",3398.85083007812
"2713",54415.7109375
"2714",9143.107421875
"2715",87627.328125
"2716",5486.17626953125
"2717",54367.89453125
"2718",74672.21875
"2719",22591.630859375
"2720",50596.03125
"2721",5399.88671875
"2722",51047.5234375
"2723",8419.0126953125
"2724",9098.13671875
"2725",132323.84375
"2726",38672.58203125
"2727",60648.359375
"2728",20220.32421875
"2729",33456.69140625
"2730",22957.8515625
"2731",14096.28515625
"2732",20249.482421875
"2733",43445.51171875
"2734",25432.21875
"2735",4954.88525390625
"2736",59713.6796875
"2737",9648.423828125
"2738",29884.056640625
"2739",400165.25
"2740",32050.88671875
"2741",49270.4296875
"2742",609.948974609375
"2743",273222.65625
"2744",14509.283203125
"2745",41979.56640625
"2746",10917.123046875
"2747",54577.70703125
"2748",47191.12890625
"2749",33864.73828125
"2750",13619.6181640625
"2751",21952.603515625
"2752",152006.171875
"2753",12955.8642578125
"2754",30273.587890625
"2755",21813.828125
"2756",39075.27734375
"2757",7843.45458984375
"2758",65584.203125
"2759",36638.80078125
"2760",32292.767578125
"2761",17679.416015625
"2762",16135.724609375
"2763",51668.33984375
"2764",53539.71875
"2765",11815.953125
"2766",100552.8046875
"2767",14870.7021484375
"2768",36075.93359375
"2769",38908.578125
"2770",19671.751953125
"2771",14089.3349609375
"2772",9773.62109375
"2773",9613.12109375
"2774",10505.1162109375
"2775",13138.771484375
"2776",45515.37890625
"2777",20539.970703125
"2778",49495.58984375
"2779",23230.8828125
"2780",87511.2265625
"2781",2935.29296875
"2782",26238.703125
"2783",6307.25244140625
"2784",291952.34375
"2785",8952.8701171875
"2786",20612.931640625
"2787",11994.7978515625
"2788",29493.25
"2789",19989.78515625
"2790",73725.3359375
"2791",50843.20703125
"2792",51416.79296875
"2793",60276.6328125
"2794",75406.796875
"2795",28149.95703125
"2796",41907.31640625
"2797",28951.98828125
"2798",17440.9765625
"2799",44936.2734375
"2800",7574.71533203125
"2801",23883.91796875
"2802",29376.634765625
"2803",11130.7744140625
"2804",27270.59375
"2805",15742.361328125
"2806",2817.951171875
"2807",27999.876953125
"2808",23912.052734375
"2809",17480.845703125
"2810",61510.640625
"2811",1129.80932617188
"2812",2808.62109375
"2813",4041.57885742188
"2814",10183.6826171875
"2815",55883.6875
"2816",4431.1611328125
"2817",6235.87255859375
"2818",52878.0703125
"2819",272822.375
"2820",10079.015625
"2821",58339.66796875
"2822",3220.09301757812
"2823",42436.9765625
"2824",14055.73046875
"2825",3480.79296875
"2826",10486.0634765625
"2827",37910.69921875
"2828",28389.541015625
"2829",8947.6123046875
"2830",14962.8271484375
"2831",23743.845703125
"2832",17145.779296875
"2833",4673.73876953125
"2834",27858.732421875
"2835",6839.94580078125
"2836",1629.8125
"2837",12528.3447265625
"2838",17239.453125
"2839",17113.185546875
"2840",19065.15234375
"2841",36327.19140625
"2842",18368.314453125
"2843",30752.599609375
"2844",3560.83032226562
"2845",36550.1953125
"2846",16187.8564453125
"2847",14027.15625
"2848",9489.798828125
"2849",7782.02587890625
"2850",8371.88671875
"2851",7490.28857421875
"2852",25917.005859375
"2853",13093.0556640625
"2854",33967.62890625
"2855",22647.328125
"2856",4448.90771484375
"2857",9105.8349609375
"2858",8513.73828125
"2859",19929.3671875
"2860",11747.2119140625
"2861",6729.62841796875
"2862",2935.96508789062
"2863",51352.4921875
"2864",1151.67395019531
"2865",19503.32421875
"2866",25431.00390625
"2867",27828.5546875
"2868",35160.7734375
"2869",29814.556640625
"2870",4755.68701171875
"2871",19354.53125
"2872",18420.978515625
"2873",62600.0546875
"2874",29908.51171875
"2875",6110.1142578125
"2876",15973.65234375
"2877",43888.30078125
"2878",12460.2607421875
"2879",22927.3125
"2880",2329.9990234375
"2881",36429.5703125
"2882",11457.2373046875
"2883",124526.265625
"2884",3377.09375
"2885",28583.96484375
"2886",435.723571777344
"2887",14917.12109375
"2888",27586.703125
"2889",32223.400390625
"2890",22274.9765625
"2891",9236.0810546875
"2892",28124.173828125
"2893",17282.291015625
"2894",14842.36328125
"2895",162193.65625
"2896",17394.205078125
"2897",16358.4326171875
"2898",24788.818359375
"2899",989.089660644531
"2900",24599.841796875
"2901",23619.5859375
"2902",30407.1015625
"2903",52428.2734375
"2904",6252.86767578125
"2905",28019.61328125
"2906",16095.1376953125
"2907",17301.0078125
"2908",22223.533203125
"2909",9903.966796875
"2910",21808.015625
"2911",32831.65234375
"2912",129141.25
"2913",20202.419921875
"2914",57982.9453125
"2915",62691.27734375
"2916",14586.1884765625
"2917",2482.78588867188
"2918",31307.275390625
"2919",26741.654296875
"2920",52594.51953125
"2921",51915.8984375
"2922",27009.36328125
"2923",748.894165039062
"2924",23935.58984375
"2925",30428.958984375
"2926",1576.88879394531
"2927",15898.607421875
"2928",27993.388671875
"2929",22719.59375
"2930",5102.97509765625
"2931",40988.2578125
"2932",9777.029296875
"2933",91898.2578125
"2934",32280.263671875
"2935",14228.076171875
"2936",4923.748046875
"2937",23868.70703125
"2938",48540.5390625
"2939",16879.244140625
"2940",9749.7109375
"2941",12661.171875
"2942",83271.859375
"2943",18898.63671875
"2944",28179.373046875
"2945",8661.2041015625
"2946",2577.49584960938
"2947",3513.36645507812
"2948",8369.1484375
"2949",12622.068359375
"2950",28479.767578125
"2951",32392.111328125
"2952",19583.333984375
"2953",12241.2958984375
"2954",20183.755859375
"2955",23102.474609375
"2956",12709.1943359375
"2957",27606.875
"2958",26287.515625
"2959",14120.66015625
"2960",25667.7421875
"2961",24980.9140625
"2962",7434.3076171875
"2963",8789.3447265625
"2964",11775.681640625
"2965",30497.591796875
"2966",25623.53515625
"2967",14292.4404296875
"2968",10723.345703125
"2969",12768.2705078125
"2970",17595.708984375
"2971",9490.4833984375
"2972",22529.76171875
"2973",70384.453125
"2974",32300.630859375
"2975",27844.5703125
"2976",45758.25
"2977",84628.2890625
"2978",70103.71875
"2979",42949.44921875
"2980",22801.5546875
"2981",18419.033203125
"2982",13233.8564453125
"2983",5340.20703125
"2984",9195.765625
"2985",18851.982421875
"2986",22501.36328125
"2987",20918.654296875
"2988",19776.931640625
"2989",15914.0244140625
"2990",17865.013671875
"2991",9845.8505859375
"2992",24904.537109375
"2993",8125.81298828125
"2994",13093.69140625
"2995",41230.04296875
"2996",10063.5458984375
"2997",44647.875
"2998",8604.1171875
"2999",55858.609375
"3000",14921.279296875
"3001",15546.1181640625
"3002",18712.978515625
"3003",9418.3798828125
"3004",39847.98828125
"3005",8819.8486328125
"3006",43595.91796875
"3007",32185.439453125
"3008",18592.359375
"3009",33366.28125
"3010",5043.76123046875
"3011",19326.2265625
"3012",24980.177734375
"3013",19078.7421875
"3014",68865.5703125
"3015",32941.0859375
"3016",57348.09765625
"3017",3783.40600585938
"3018",10213.822265625
"3019",18323.88671875
"3020",38492.53125
"3021",21010.849609375
"3022",10888.8173828125
"3023",24646.4921875
"3024",3183.72021484375
"3025",5762.55029296875
"3026",13995.05859375
"3027",15849.787109375
"3028",63734.46875
"3029",22760.3125
"3030",26221.1796875
"3031",35432.76171875
"3032",23910.525390625
"3033",67317.1484375
"3034",10175.802734375
"3035",78281.484375
"3036",16047.4755859375
"3037",16655.314453125
"3038",6219.77294921875
"3039",14524.2822265625
"3040",13379.4814453125
"3041",40202.23828125
"3042",6079.9873046875
"3043",218263.671875
"3044",9412.5908203125
"3045",36509.03515625
"3046",35649.8046875
"3047",21088.32421875
"3048",6987.70947265625
"3049",31538.91796875
"3050",14027.353515625
"3051",24765.17578125
"3052",14503.2783203125
"3053",5809.51123046875
"3054",85611.875
"3055",2860.72534179688
"3056",6995.8115234375
"3057",6426.68359375
"3058",952.849853515625
"3059",21487.333984375
"3060",16096.640625
"3061",14257.0908203125
"3062",23120.6015625
"3063",27821.498046875
"3064",120.012962341309
"3065",4280.72705078125
"3066",513.061279296875
"3067",46213.16796875
"3068",7213.8056640625
"3069",8599.7099609375
"3070",12832.4384765625
"3071",40190.88671875
"3072",16638.435546875
"3073",26089.689453125
"3074",49919.76953125
"3075",539.314819335938
"3076",29182.125
"3077",13567.185546875
"3078",9341.576171875
"3079",24548.232421875
"3080",41507.359375
"3081",76541.828125
"3082",8708.86328125
"3083",43672.19921875
"3084",14837.3203125
"3085",28026.984375
"3086",27555.09375
"3087",8044.1533203125
"3088",23018.201171875
"3089",838.275146484375
"3090",17514.3515625
"3091",27732.94921875
"3092",7117.19384765625
"3093",4584.22705078125
"3094",12391.134765625
"3095",8247.8544921875
"3096",4237.431640625
"3097",6448.02001953125
"3098",1884.9365234375
"3099",8371.181640625
"3100",2506.24658203125
"3101",7454.20068359375
"3102",3651.6591796875
"3103",8448.294921875
"3104",4124.2939453125
"3105",1770.57250976562
"3106",2666.91577148438
"3107",55418.390625
"3108",4394.7275390625
"3109",5963.31982421875
"3110",884.620300292969
"3111",2327.30883789062
"3112",7829.63525390625
"3113",9427.3916015625
"3114",17866.259765625
"3115",3289.65014648438
"3116",8951.0185546875
"3117",11131.345703125
"3118",7220.82763671875
"3119",29254.33203125
"3120",10477.4833984375
"3121",22119.65234375
"3122",111975.9765625
"3123",12605.9580078125
"3124",851.797607421875
"3125",8457.5625
"3126",4563.87939453125
"3127",4221.84375
"3128",2591.75927734375
"3129",14333.9375
"3130",10134.80078125
"3131",28540.375
"3132",35236.04296875
"3133",5251.64892578125
"3134",9759.84765625
"3135",12953.6259765625
"3136",11957.1142578125
"3137",6062.23291015625
"3138",11419.5732421875
"3139",2526.67529296875
"3140",17371.697265625
"3141",881.344909667969
"3142",11164.890625
"3143",43386.015625
"3144",11897.453125
"3145",6485.78515625
"3146",16211.6953125
"3147",2715.30029296875
"3148",8933.68359375
"3149",10374.74609375
"3150",2826.48876953125
"3151",14058.2890625
"3152",21318.767578125
"3153",13724.724609375
"3154",11746.4921875
"3155",17114.41015625
"3156",22349.341796875
"3157",39785.6328125
"3158",119201.703125
"3159",3117.37939453125
"3160",4730.89599609375
"3161",64805.109375
"3162",10623.056640625
"3163",23587.671875
"3164",208233.171875
"3165",10339.1650390625
"3166",7427.43505859375
"3167",2617.48217773438
"3168",49957.26171875
"3169",6185.62060546875
"3170",5836.21044921875
"3171",3056.91235351562
"3172",1664.62548828125
"3173",22201.365234375
"3174",15348.13671875
"3175",5232.85107421875
"3176",2078.04077148438
"3177",33196.29296875
"3178",4763.50439453125
"3179",7528.814453125
"3180",71282.09375
"3181",32279.28125
"3182",47114.83203125
"3183",20646.662109375
"3184",18825.056640625
"3185",12092.0537109375
"3186",4546.310546875
"3187",17736.423828125
"3188",5453.248046875
"3189",1468.16223144531
"3190",63575.62109375
"3191",13410.4541015625
"3192",14993.322265625
"3193",34.0062866210938
"3194",7324.6103515625
"3195",10627.4599609375
"3196",1700.98864746094
"3197",3729.22485351562
"3198",13245.4755859375
"3199",6188.88671875
"3200",272.382232666016
"3201",1774.24951171875
"3202",3658.978515625
"3203",8092.6796875
"3204",6076.96240234375
"3205",8299.7939453125
"3206",15929.0771484375
"3207",3982.02587890625
"3208",8250.6181640625
"3209",9032.33203125
"3210",27639.140625
"3211",5303.13671875
"3212",59406.73046875
"3213",9942.5322265625
"3214",8161.32958984375
"3215",10378.3818359375
"3216",6780.70556640625
"3217",12244.3232421875
"3218",8889.025390625
"3219",12583.7861328125
"3220",13424.87890625
"3221",4949.55322265625
"3222",1334.07556152344
"3223",10535.970703125
"3224",40490.95703125
"3225",5682.3076171875
"3226",8862.2021484375
"3227",46713.265625
"3228",92433.265625
"3229",18161.5234375
"3230",2499.80590820312
"3231",192.647232055664
"3232",3207.47705078125
"3233",3842.74145507812
"3234",96154.15625
"3235",1283.47448730469
"3236",7856.705078125
"3237",6558.7412109375
"3238",3495.73461914062
"3239",23.7230701446533
"3240",1148.68823242188
"3241",2123.1630859375
"3242",20381.62109375
"3243",2255.46850585938
"3244",18764.8515625
"3245",25267.509765625
"3246",862.391723632812
"3247",521.452514648438
"3248",5395.51611328125
"3249",6157.4541015625
"3250",15341.150390625
"3251",5373.19677734375
"3252",6165.3994140625
"3253",14168.67578125
"3254",13095.4189453125
"3255",1656.70971679688
"3256",1916.10986328125
"3257",9205.4931640625
"3258",2511.8720703125
"3259",8304.8525390625
"3260",6541.251953125
"3261",2114.73754882812
"3262",4800.76416015625
"3263",295.190551757812
"3264",19447.16015625
"3265",56087.46875
"3266",33916.47265625
"3267",24668.6875
"3268",15767.6064453125
"3269",32197.259765625
"3270",36425.12890625
"3271",18395.63671875
"3272",14196.4052734375
"3273",5047.99609375
"3274",1860.314453125
"3275",91000.8046875
"3276",67678.7421875
"3277",2720.6240234375
"3278",15760.22265625
"3279",2060.96240234375
"3280",86131.34375
"3281",24270.44921875
"3282",2389.38623046875
"3283",12501.81640625
"3284",25997.28125
"3285",3116.62939453125
"3286",1316.11254882812
"3287",8387.8818359375
"3288",7831.3291015625
"3289",3525.39916992188
"3290",5374.03271484375
"3291",4534.228515625
"3292",8294.11328125
"3293",26704.158203125
"3294",3252.84545898438
"3295",13941.45703125
"3296",29720.216796875
"3297",7892.78466796875
"3298",1320.43469238281
"3299",9082.1083984375
"3300",6796.76171875
"3301",379.600616455078
"3302",6332.69970703125
"3303",10820.59375
"3304",3183.52807617188
"3305",2999.92822265625
"3306",6646.61279296875
"3307",235.449920654297
"3308",1037.2236328125
