"ID","tt_above60","tt_below60","tt_below30","tt_30_60","tt_60_110","tt_above110","total"
"LASEOA05",0,28782.71875,17581.865234375,11200.853515625,0,0,28782.71875
"41409",0,11984.6572265625,11984.6572265625,0,0,0,11984.6572265625
"ANSUKP17",0,13067.2783203125,12765.2421875,302.035827636719,0,0,13067.2783203125
"OSSIWO01",0,1283.64953613281,1283.64953613281,0,0,0,1283.64953613281
"OSSILA05",0,1402.03283691406,1402.03283691406,0,0,0,1402.03283691406
"ABSUMA15",0,4962.07568359375,4962.07568359375,0,0,0,4962.07568359375
"LASIKA08",0,35458.92578125,35458.92578125,0,0,0,35458.92578125
"OSSIWO11",0,423.98779296875,423.98779296875,0,0,0,423.98779296875
"OSSIWO08",0,1241.73657226562,1241.73657226562,0,0,0,1241.73657226562
"KWSFUF06",0,8786.4501953125,8786.4501953125,0,0,0,8786.4501953125
"ANSAWK01",0,2667.22387695312,2667.22387695312,0,0,0,2667.22387695312
"EDSUSL05",0,18119.720703125,18119.720703125,0,0,0,18119.720703125
"EDSUSL07",0,41651.1484375,41651.1484375,0,0,0,41651.1484375
"ODSANE05",0,1035.93688964844,1035.93688964844,0,0,0,1035.93688964844
"LASEOA20",0,3411.7958984375,3411.7958984375,0,0,0,3411.7958984375
"KWSKEY03",0,11246.4638671875,11246.4638671875,0,0,0,11246.4638671875
"IMSNKR07",0,1332.31140136719,1332.31140136719,0,0,0,1332.31140136719
"LASEOA11",5383.78515625,31703.896484375,14574.8076171875,17129.087890625,5383.78515625,0,37087.681640625
"LASSUE21",0,6059.3955078125,6059.3955078125,0,0,0,6059.3955078125
"LASMUN03",0,3823.90795898438,3823.90795898438,0,0,0,3823.90795898438
"LASAMO02",0,7418.45361328125,6826.5673828125,591.886169433594,0,0,7418.45361328125
"KWSFUF09",0,8017.54638671875,8017.54638671875,0,0,0,8017.54638671875
"KWSKEY12",0,30687.419921875,30404.234375,283.185089111328,0,0,30687.419921875
"KWSKEY05",0,10350.7998046875,10350.7998046875,0,0,0,10350.7998046875
"ANSAGU16",0,18523.046875,18415.283203125,107.76335144043,0,0,18523.046875
"IMSRRT15",0,87647.21875,87647.21875,0,0,0,87647.21875
"IMSRRT11",0,41398.44921875,37185.01953125,4213.42822265625,0,0,41398.44921875
"IMSUMD06",0,20409.76171875,20409.76171875,0,0,0,20409.76171875
"ANSNNE06",0,31872.24609375,31872.24609375,0,0,0,31872.24609375
"ABSABA07",0,30436.9140625,30436.9140625,0,0,0,30436.9140625
"IMSURU10",0,22707.673828125,22707.673828125,0,0,0,22707.673828125
"ANSNEN17",0,5157.52734375,5157.52734375,0,0,0,5157.52734375
"ANSAGU08",0,21244.7265625,21244.7265625,0,0,0,21244.7265625
"ANSUKP08",0,4754.55712890625,4754.55712890625,0,0,0,4754.55712890625
"ANSNEN03",0,43242.5625,43242.5625,0,0,0,43242.5625
"ANSAGU06",0,76089.8828125,75572.5703125,517.309204101562,0,0,76089.8828125
"IMSRRT04",0,9056.6279296875,9056.6279296875,0,0,0,9056.6279296875
"IMSWER14",0,69330.421875,69186.90625,143.516448974609,0,0,69330.421875
"ANSATN10",0,21781.404296875,21781.404296875,0,0,0,21781.404296875
"ANSABN15",0,5146.2685546875,2361.83911132812,2784.42944335938,0,0,5146.2685546875
"ANSNEN15",0,20507.056640625,20507.056640625,0,0,0,20507.056640625
"IMSUMD01",0,11726.8310546875,11726.8310546875,0,0,0,11726.8310546875
"IMSMGD05",0,15366.2744140625,15366.2744140625,0,0,0,15366.2744140625
"OYSONA11",0,62170.00390625,62170.00390625,0,0,0,62170.00390625
"OYSATA06",0,33816.19140625,33816.19140625,0,0,0,33816.19140625
"IMSNGB13",0,16414.607421875,16414.607421875,0,0,0,16414.607421875
"ANSAJL15",0,25601.384765625,25601.384765625,0,0,0,25601.384765625
"IMSAFR11",0,10937.625,10937.625,0,0,0,10937.625
"IMSUML12",0,2217.63232421875,2217.51147460938,0.120717510581017,0,0,2217.63232421875
"ANSNEN13",0,13610.7490234375,13610.7490234375,0,0,0,13610.7490234375
"IMSETU12",0,30209.4609375,30209.4609375,0,0,0,30209.4609375
"ABSNGK02",0,27361.6640625,27255.234375,106.428337097168,0,0,27361.6640625
"50603",46396.3515625,18484.734375,2551.9970703125,15932.7373046875,44582.78125,1813.56970214844,64881.0859375
"ANSJJT05",0,43175.97265625,43140.08203125,35.8888244628906,0,0,43175.97265625
"ANSNNE03",0,13764.962890625,13764.962890625,0,0,0,13764.962890625
"ABSEZA06",0,17698.09375,17698.09375,0,0,0,17698.09375
"IMSNSA12",0,24399.83203125,24399.83203125,0,0,0,24399.83203125
"IMSMGD01",0,17171.9609375,17171.9609375,0,0,0,17171.9609375
"ANSAGU18",0,51376.52734375,50665.44921875,711.077331542969,0,0,51376.52734375
"ANSNEN07",0,11088.69921875,11088.69921875,0,0,0,11088.69921875
"OYSOGN04",0,3390.91137695312,3390.91137695312,0,0,0,3390.91137695312
"ANSAGU01",0,30297.669921875,29709.1875,588.48291015625,0,0,30297.669921875
"ANSGDD05",0,31738.7265625,30446.099609375,1292.62841796875,0,0,31738.7265625
"ABSABA13",0,31041.75,31041.75,0,0,0,31041.75
"ANSNEN05",0,16150.2744140625,16150.2744140625,0,0,0,16150.2744140625
"ANSUKP02",0,28468.091796875,28468.091796875,0,0,0,28468.091796875
"IMSAMG01",0,20628.48828125,20628.48828125,0,0,0,20628.48828125
"IMSNWA09",0,21149.369140625,21149.369140625,0,0,0,21149.369140625
"IMSWER01",0,1805.91333007812,1805.91333007812,0,0,0,1805.91333007812
"CRSDUK08",654.03857421875,971.323791503906,840.539306640625,130.784530639648,654.03857421875,0,1625.36236572266
"ANSAGU10",0,25950.2265625,25950.2265625,0,0,0,25950.2265625
"ANSFGG04",0,1694.04895019531,1694.04895019531,0,0,0,1694.04895019531
"ANSFGG11",0,5535.49755859375,5535.49755859375,0,0,0,5535.49755859375
"IMSWER10",0,20810.705078125,20810.705078125,0,0,0,20810.705078125
"ABSUMA02",0,3735.91918945312,3735.91918945312,0,0,0,3735.91918945312
"IMSKED06",0,13004.716796875,13004.716796875,0,0,0,13004.716796875
"IMSWER03",0,31909.8203125,31909.8203125,0,0,0,31909.8203125
"ABSEZA09",0,6576.12158203125,6576.12158203125,0,0,0,6576.12158203125
"ANSAJL07",0,38887.62890625,38564.0234375,323.605438232422,0,0,38887.62890625
"ABSKPU14",0,16757.935546875,16757.935546875,0,0,0,16757.935546875
"IMSNGB05",0,16518.083984375,16518.083984375,0,0,0,16518.083984375
"IMSAFR08",0,23799.099609375,23799.099609375,0,0,0,23799.099609375
"IMSNSA05",0,18992.892578125,18992.892578125,0,0,0,18992.892578125
"ANSUKP13",0,44254.453125,43149.2890625,1105.16259765625,0,0,44254.453125
"ANSJJT04",0,19903.78125,19903.78125,0,0,0,19903.78125
"ANSGDD10",0,57891.96875,57660.08203125,231.887191772461,0,0,57891.96875
"ANSNNE08",0,49658.796875,49658.796875,0,0,0,49658.796875
"ANSNNE01",0,42439.28515625,31379.7109375,11059.5732421875,0,0,42439.28515625
"OYSOGN05",0,1765.7158203125,1765.7158203125,0,0,0,1765.7158203125
"ANSJJT09",0,30665.666015625,25192.78125,5472.88427734375,0,0,30665.666015625
"ENSUWN04",0,13647.158203125,13647.158203125,0,0,0,13647.158203125
"LASIKA06",0,9152.69921875,9152.69921875,0,0,0,9152.69921875
"ABSEZA11",0,4750.9130859375,4750.9130859375,0,0,0,4750.9130859375
"OSSILA02",0,610.278625488281,610.278625488281,0,0,0,610.278625488281
"12406",0,29169.1953125,29169.1953125,0,0,0,29169.1953125
"12404",0,6884.7705078125,6884.7705078125,0,0,0,6884.7705078125
"OSSBOLUW07",0,84.9407653808594,84.9407653808594,0,0,0,84.9407653808594
"OYSOSO04",0,571.147277832031,571.147277832031,0,0,0,571.147277832031
"EBSAFK33",0,9379.6845703125,9379.6845703125,0,0,0,9379.6845703125
"OYSONA09",0,19081.65234375,19081.65234375,0,0,0,19081.65234375
"OYSSWT01",0,1792.29028320312,1792.01904296875,0.27130976319313,0,0,1792.29028320312
"OYSOGN01",0,15272.236328125,15272.236328125,0,0,0,15272.236328125
"OYSOET03",0,10486.240234375,10486.240234375,0,0,0,10486.240234375
"OYSOET07",0,21599.58203125,21599.58203125,0,0,0,21599.58203125
"12415",0,9408.927734375,9408.927734375,0,0,0,9408.927734375
"12409",0,38173.984375,38173.984375,0,0,0,38173.984375
"OYSODS01",0,5582.51806640625,5582.51806640625,0,0,0,5582.51806640625
"OYSOWT02",0,17536.755859375,17536.755859375,0,0,0,17536.755859375
"LASIKA16",0,351.474487304688,351.474487304688,0,0,0,351.474487304688
"GMSGME04",0,50187.15234375,50187.15234375,0,0,0,50187.15234375
"OSSIRE10",0,77821.5859375,77821.5859375,0,0,0,77821.5859375
"OYSODS08",0,1073.99877929688,1073.99877929688,0,0,0,1073.99877929688
"GMSGME06",0,13390.3515625,13390.3515625,0,0,0,13390.3515625
"OSSICL11",0,14989.7998046875,14989.7998046875,0,0,0,14989.7998046875
"KN2105",0,48030.46484375,48030.46484375,0,0,0,48030.46484375
"KN3801",0,33394.609375,33394.609375,0,0,0,33394.609375
"KN2109",0,16028.28515625,16028.28515625,0,0,0,16028.28515625
"10506",16145.3662109375,2845.52783203125,0,2845.52783203125,2511.056640625,13634.3095703125,18990.8940429688
"OGSOGU03",0,1118.38488769531,1109.39270019531,8.99222469329834,0,0,1118.38488769531
"71507",22973.529296875,0,0,0,0,22973.529296875,22973.529296875
"EKSEKW03",1769.30078125,10820.3544921875,4906.544921875,5913.80908203125,1769.30078125,0,12589.6552734375
"10605",12571.3173828125,4.68400287628174,0,4.68400287628174,1896.021484375,10675.2958984375,12576.0013856888
"10508",32088.01953125,1899.15991210938,171.714218139648,1727.44567871094,32007.912109375,80.1070938110352,33987.1794433594
"62007",18540.814453125,0,0,0,1967.62365722656,16573.19140625,18540.814453125
"60705",10552.2333984375,17609.978515625,11880.576171875,5729.4033203125,10552.2333984375,0,28162.2119140625
"62005",6716.1103515625,0,0,0,0,6716.1103515625,6716.1103515625
"61305",32179.03125,0,0,0,0,32179.03125,32179.03125
"61908",18234.884765625,65.7592315673828,0,65.7592315673828,5039.97705078125,13194.908203125,18300.6439971924
"OSSBOE02",0,17293.73046875,17293.73046875,0,0,0,17293.73046875
"OSSIEW06",0,9546.2392578125,9473.763671875,72.4751815795898,0,0,9546.2392578125
"OYSEGA08",0,45171.53125,45171.53125,0,0,0,45171.53125
"BNSMKD11",0,68590.9921875,61953.94140625,6637.052734375,0,0,68590.9921875
"BA0213",0,15113.39453125,15113.39453125,0,0,0,15113.39453125
"EBSAKL15",0,8714.232421875,8714.232421875,0,0,0,8714.232421875
"BA0218",0,23921.845703125,23921.845703125,0,0,0,23921.845703125
"JI1304",0,2145.32446289062,2145.32446289062,0,0,0,2145.32446289062
"JI0911",0,13065.6162109375,13065.6162109375,0,0,0,13065.6162109375
"BA1101",0,4826.341796875,4826.341796875,0,0,0,4826.341796875
"BA0203",0,47127.125,47127.125,0,0,0,47127.125
"BA0201",0,38286.94921875,38286.94921875,0,0,0,38286.94921875
"EBSUGB05",0,25498.884765625,25498.884765625,0,0,0,25498.884765625
"KN2111",0,41390.03515625,41390.03515625,0,0,0,41390.03515625
"NASLFA13",0,59012.80859375,59012.80859375,0,0,0,59012.80859375
"NASDMA07",0,11323.587890625,11323.587890625,0,0,0,11323.587890625
"NASKEF02",0,16057.251953125,16057.251953125,0,0,0,16057.251953125
"NASKEF09",0,556.916564941406,556.916564941406,0,0,0,556.916564941406
"NASNSW07",0,19360.96875,19360.96875,0,0,0,19360.96875
"JI1301",0,3116.44848632812,3116.44848632812,0,0,0,3116.44848632812
"KN0712",0,16392.3359375,16392.3359375,0,0,0,16392.3359375
"KN3804",0,2118.54711914062,2118.54711914062,0,0,0,2118.54711914062
"BA0215",0,12766.7216796875,12766.7216796875,0,0,0,12766.7216796875
