"wardcode","conflict_index"
"KWSARP02",6
"KWSARP03",5
"KWSARP05",4
"KWSARP06",4
"KWSARP08",4
"KWSARP09",6
"KWSBDU05",6
"KWSBDU07",2
"KWSBDU11",5
"KWSBDU16",6
"KWSFFA01",6
"KWSFUF01",1
"KWSFUF05",3
"KWSFUF07",6
"KWSKEY05",7
"KWSKEY07",3
"KWSKMA06",2
"KWSKSB09",3
"KWSKSB11",4
"KWSLAF02",6
"KWSLEM02",1
"KWSLFF07",4
"KWSLRN01",6
"KWSMUN05",5
"KWSMUN06",4
"KWSPTG01",4
"KWSSHA01",7
"KWSSHA02",2
"KWSSHA07",2
"KWSSHA08",6
"KWSSHA11",4
"KWSSHA12",6
"KWSSHA13",5
"KWSSHA15",4
"KWSWSN04",6
"KWSWSN06",6
"KWSWSN08",6
"KWSWSN09",7
"LASAGG05",5
"LASAGG13",5
"LASAMO05",3
"LASAMO15",4
"LASAMO16",4
"LASAMO22",4
"LASAMO23",2
"LASAMO24",1
"LASAMO25",1
"LASAMO26",6
"LASAMO29",1
"LASAMO32",2
"LASAON01",3
"LASAON08",1
"LASAON14",2
"LASAPA02",1
"LASAPA05",5
"LASATO02",7
"LASBDY10",4
"LASBDY14",3
"LASBDY16",6
"LASEOA02",4
"LASEOA03",4
"LASEOA08",1
"LASEOA11",1
"LASEOA13",2
"LASEOA17",4
"LASEOA18",3
"LASEOA20",4
"LASEPE02",6
"LASEPE12",4
"LASEPE14",5
"LASEPE19",6
"LASIKA02",1
"LASIKA04",2
"LASIKA05",5
"LASIKA12",1
"LASIKU07",4
"LASIKU13",8
"LASIKU17",7
"LASIKU25",2
"LASIOE01",1
"LASIOE06",7
"LASIUI04",1
"LASIUI06",6
"LASKSE08",6
"LASKSE09",7
"LASKSE12",4
"LASKSE14",4
"LASKSE16",6
"LASKSE18",4
"LASLID05",7
"LASLID16",5
"LASLID19",4
"LASLMD05",6
"LASLMD07",7
"LASLMD11",1
"LASLMD12",4
"LASLMD16",5
"LASLMD17",7
"LASMUN04",6
"LASMUN05",6
"LASOIO09",1
"LASOIO11",6
"LASOIO14",6
"LASOIO15",3
"LASOIO18",1
"LASOJO02",3
"LASOJO04",4
"LASOJO06",7
"LASOJO07",3
"LASOJO08",3
"LASOJO13",4
"LASOJO14",5
"LASSMU09",6
"LASSMU10",6
"LASSUE01",4
"LASSUE08",3
"LASSUE19",6
"NASAKW05",3
"NASAKW06",2
"NASAKW07",5
"NASAKW10",6
"NASAWE06",6
"NASAWE07",4
"NASDMA05",6
"NASDMA08",2
"NASDMA10",5
"NASGRU06",4
"NASGRU08",1
"NASKEF01",4
"NASKEN01",8
"NASKEN04",5
"NASKEN06",7
"NASKEN09",8
"NASKRV02",1
"NASKRV03",7
"NASKRV04",1
"NASLFA03",4
"NASLFA04",1
"NASLFA05",5
"NASLFA10",6
"NASLFA11",4
"NASLFA12",4
"NASNBB10",7
"NASNEG01",2
"NASNEG10",4
"NASNSW10",4
"NASNSW13",4
"NASNTT03",6
"NASNTT05",8
"NASNTT06",5
"NASNTT07",6
"NASNTT08",4
"NASNTT09",6
"NASNTT12",6
"NASWAM05",2
"NASWAM07",6
"NASWAM09",5
"NISAGA01",5
"NISAGR05",2
"NISBDA01",5
"NISBDA02",7
"NISBMG01",5
"NISBMG02",5
"NISBMG03",4
"NISBMG04",5
"NISBMG05",5
"NISBMG06",8
"NISBMG08",1
"NISBMG09",5
"NISBMG11",5
"NISENG06",2
"NISGWU04",7
"NISGWU06",7
"NISGWU07",6
"NISKAG01",8
"NISKAG02",7
"NISKAG04",7
"NISKAG05",6
"NISKAG06",4
"NISKAG07",7
"NISKAG08",5
"NISKAG09",1
"NISKAG10",7
"NISKNT05",8
"NISKNT06",5
"NISKNT09",7
"NISKUG05",5
"NISKUG10",5
"NISKUT01",8
"NISKUT02",6
"NISKUT03",8
"NISKUT04",5
"NISKUT05",7
"NISKUT06",8
"NISKUT08",5
"NISKUT09",1
"NISKUT10",8
"NISKUT11",6
"NISKUT15",5
"NISLAP02",4
"NISLAP03",5
"NISLAP04",5
"NISLAP05",8
"NISLAP07",1
"NISLMU06",5
"NISMAK01",6
"NISMAK08",6
"NISMKW06",5
"NISMKW10",5
"NISMKW11",4
"NISMNA09",7
"NISMSG03",4
"NISMSG05",5
"NISMSG07",5
"NISMSG08",6
"NISNAS07",7
"NISNAS09",4
"NISNBS01",5
"NISNBS02",5
"NISNBS05",7
"NISNBS07",3
"NISPAK01",4
"NISPAK02",5
"NISPAK04",5
"NISPAK05",1
"NISPAK06",7
"NISPAK07",4
"NISPAK09",5
"NISRJA03",4
"NISRJA04",2
"NISRJA06",5
"NISRJA08",4
"NISRJA11",3
"NISSRP01",3
"NISSRP02",5
"NISSRP03",8
"NISSRP05",7
"NISSRP06",3
"NISSRP07",6
"NISSRP08",7
"NISSRP09",6
"NISSRP11",6
"NISSUL04",7
"NISSUL08",2
"NISWSE02",7
"NISWSE05",4
"NISWSE07",4
"NISWSH09",6
"NISWSH11",7
"ODSAKN06",3
"ODSAKN08",4
"ODSAKN10",6
"ODSAKN12",3
"ODSAKS07",1
"ODSAKS10",6
"ODSANE05",6
"ODSANE08",6
"ODSANE12",6
"ODSANE13",4
"ODSANW02",6
"ODSASE03",3
"ODSASE09",6
"ODSASW02",2
"ODSASW04",5
"ODSASW15",5
"ODSESO05",4
"ODSIAE05",6
"ODSIAE09",5
"ODSIDE06",1
"ODSIDNE02",5
"ODSIDNE04",3
"ODSIDNE09",1
"ODSODI07",3
"ODSODI10",3
"ODSOET02",7
"ODSOSE02",1
"ODSOSE04",4
"ODSOSE06",6
"ODSOSE07",6
"ODSOSE10",8
"ODSOSE11",6
"ODSOSE12",6
"ODSOWO04",8
"ODSOWO07",1
"ODSOWO08",1
"ODSOWO09",2
"ODSOWT07",7
"ODSPUP12",7
"OGSABN05",4
"OGSABN06",4
"OGSABN07",6
"OGSABN08",6
"OGSABN09",1
"OGSABN10",5
"OGSABN13",6
"OGSABS06",5
"OGSABS07",7
"OGSADO02",4
"OGSADO05",1
"OGSADO08",5
"OGSADO09",4
"OGSADO10",1
"OGSADO11",1
"OGSADO13",4
"OGSADO15",1
"OGSEWO03",6
"OGSEWO05",6
"OGSEWO06",6
"OGSEWO09",4
"OGSIFO03",1
"OGSIFO06",7
"OGSIFO08",1
"OGSIKA04",1
"OGSIKE04",4
"OGSIKE05",5
"OGSIKE06",7
"OGSION07",5
"OGSIUE02",4
"OGSIUE06",2
"OGSIUE07",5
"OGSIUN01",2
"OGSIUN04",3
"OGSIUN10",1
"OGSOBE01",5
"OGSOBE02",5
"OGSOBE03",5
"OGSOBE04",1
"OGSOBE08",2
"OGSOBE09",5
"OGSOBE10",1
"OGSOBE12",6
"OGSOBE13",3
"OGSOBE15",1
"OGSODA04",6
"OGSODA05",5
"OGSODA09",1
"OGSOGU03",4
"OGSOGU04",5
"OGSOGU10",6
"OGSOGU14",7
"OGSRMN03",6
"OGSRMN04",3
"OGSRMN08",5
"OGSSAU03",8
"OGSSAU07",3
"OGSSAU11",4
"OGSSAU12",3
"OGSSAU14",2
"OGSYEN01",5
"OGSYEN06",6
"OGSYEN07",5
"OGSYEN10",2
"OGSYES02",2
"OGSYES05",5
"OGSYES06",5
"OGSYES10",8
"OSSADE02",3
"OSSADE06",4
"OSSADE10",5
"OSSAME01",6
"OSSAME05",6
"OSSAME06",6
"OSSAME08",6
"OSSAMW02",6
"OSSAMW08",1
"OSSAMW09",8
"OSSAMW11",5
"OSSBOE02",6
"OSSBOE03",2
"OSSBOE09",4
"OSSEDE10",4
"OSSENH01",3
"OSSENH02",5
"OSSICL04",5
"OSSIDN06",7
"OSSIDN11",6
"OSSIDO02",7
"OSSIDO04",4
"OSSIET04",1
"OSSIEW01",4
"OSSIEW10",7
"OSSILA02",4
"OSSINH07",3
"OSSINH08",6
"OSSION06",8
"OSSION10",4
"OSSIRE05",8
"OSSIRE10",3
"OSSISH07",7
"OSSISO01",5
"OSSISO08",6
"OSSIWO06",4
"OSSOBN01",3
"OSSOBN02",5
"OSSOBN04",2
"OSSOBN07",1
"OSSODN07",4
"OSSODN13",2
"OSSOIE05",4
"OSSOSO09",6
"OSSOUA08",2
"OYSAKE01",6
"OYSAKE06",7
"OYSAKE08",4
"OYSAKE10",6
"OYSATA09",1
"OYSATIB01",5
"OYSEGA02",4
"OYSEGA04",3
"OYSIBAN02",7
"OYSIBAN05",8
"OYSIBE02",2
"OYSIBE04",2
"OYSIBN01",6
"OYSIBN03",3
"OYSIBN04",4
"OYSIBN10",4
"OYSICL02",7
"OYSIDO07",4
"OYSIDO10",1
"OYSIJA01",8
"OYSIJA08",6
"OYSINE09",6
"OYSISN11",3
"OYSISW09",6
"OYSIWU08",4
"OYSIWU09",2
"OYSKAA08",1
"OYSLAU08",4
"OYSOET08",4
"OYSOGN06",3
"OYSOIE06",1
"OYSOIE08",1
"OYSOLA01",8
"OYSOLE08",5
"OYSOSO04",7
"OYSOYE05",3
"OYSOYE08",4
"OYSOYE09",4
"OYSSET07",2
"OYSSUR02",2
"OYSSUR07",1
"OYSSWT09",1
"PLSANW03",7
"PLSANW10",6
"PLSANW12",4
"PLSANW16",6
"PLSANW18",7
"PLSBKK02",8
"PLSBKK04",7
"PLSBKK08",6
"PLSBKK13",5
"PLSBKK14",2
"PLSBKK17",2
"PLSBKK18",4
"PLSBKK19",6
"PLSBLD01",8
"PLSBLD04",7
"PLSBLD05",5
"PLSBLD20",2
"PLSBSA05",8
"PLSBSA08",1
"PLSBSA10",8
"PLSBSA12",7
"PLSBSA17",7
"PLSBSA18",1
"PLSBUU01",6
"PLSBUU02",6
"PLSBUU04",4
"PLSBUU05",1
"PLSBUU12",8
"PLSBUU17",5
"PLSBUU18",7
"PLSBUU19",4
"PLSDNG02",5
"PLSDNG10",8
"PLSJJN07",7
"PLSJJN08",5
"PLSJJN11",5
"PLSJJN12",1
"PLSJJN16",1
"PLSKWK10",1
"PLSMGU06",7
"PLSMGU07",8
"PLSMGU08",6
"PLSMGU12",6
"PLSMGU13",5
"PLSMGU14",7
"PLSMGU17",5
"PLSMGU18",6
"PLSMGU20",6
"PLSPKN02",2
"PLSPKN04",4
"PLSPKN15",4
"PLSQAP06",5
"PLSQAP11",2
"PLSQAP17",1
"PLSRYM06",8
"PLSRYM07",8
"PLSRYM09",7
"PLSRYM10",7
"PLSRYM11",7
"PLSRYM12",6
"PLSRYM15",5
"PLSRYM16",7
"PLSSHD16",4
"PLSTNK16",5
"PLSWAS01",5
"PLSWAS05",6
"PLSWAS07",5
"PLSWAS08",6
"PLSWAS13",8
"PLSWAS19",5
"RVSABM03",7
"RVSABM09",4
"RVSABM11",4
"RVSABM14",4
"RVSABM16",3
"RVSABU04",8
"RVSABU05",7
"RVSAFM01",4
"RVSAFM02",8
"RVSAFM07",4
"RVSAFM08",4
"RVSAHD02",7
"RVSAHD06",8
"RVSAHD07",6
"RVSBER10",4
"RVSBGM10",7
"RVSBGM12",6
"RVSBNY05",4
"RVSBNY07",2
"RVSBRR06",6
"RVSBRR08",6
"RVSBRR09",6
"RVSBRR10",6
"RVSBRR13",5
"RVSDEG05",7
"RVSDEG08",8
"RVSGGU03",7
"RVSKHE07",1
"RVSKHE14",5
"RVSKHE15",3
"RVSKNM05",8
"RVSKNM07",7
"RVSKNM09",8
"RVSKNM10",8
"RVSKPR06",7
"RVSKPR15",6
"RVSKPR16",4
"RVSKRK04",7
"RVSKRK10",4
"RVSKRK11",8
"RVSMHA01",6
"RVSMHA02",7
"RVSMHA03",7
"RVSMHA04",5
"RVSMHA06",6
"RVSMHA07",5
"RVSMHA08",6
"RVSMHA09",6
"RVSMHA11",6
"RVSMHA12",5
"RVSMHA13",6
"RVSNCH02",5
"RVSNCH05",4
"RVSNCH10",4
"RVSNDN05",3
"RVSPBT04",6
"RVSPHC11",1
"RVSPHC14",6
"RVSPHC17",6
"RVSRGM03",1
"RVSRGM05",8
"RVSRUM01",4
"RVSRUM02",1
"RVSRUM10",4
"RVSRUM11",3
"RVSRUM13",3
"RVSRUM14",1
"RVSRUM16",5
"RVSRUM17",5
"RVSSKN01",7
"RVSSKN07",6
"RVSSPK02",7
"RVSSPK03",6
"RVSSPK04",2
"RVSSPK05",2
"RVSSPK07",2
"RVSSPK09",1
"RVSSPK10",1
"TRSARD01",2
"TRSARD02",5
"TRSARD04",4
"TRSARD06",1
"TRSARD07",3
"TRSBAL02",8
"TRSBAL05",5
"TRSBAL09",5
"TRSBAL11",5
"TRSBBB08",5
"TRSDGA01",5
"TRSDGA02",4
"TRSDGA05",5
"TRSDGA07",4
"TRSDGA08",6
"TRSGAS01",7
"TRSGAS02",5
"TRSGAS03",6
"TRSGAS05",5
"TRSGAS07",1
"TRSGAS08",5
"TRSGAS09",2
"TRSGAS10",3
"TRSGAS11",1
"TRSGKA06",4
"TRSJAL01",1
"TRSJAL02",4
"TRSJAL03",1
"TRSJAL05",6
"TRSJAL07",1
"TRSKLD04",6
"TRSKLD06",8
"TRSKLD09",6
"TRSKLD10",1
"TRSKLD11",4
"TRSKRM05",6
"TRSKRM07",5
"TRSKRM08",6
"TRSLAU03",5
"TRSLAU04",6
"TRSLAU06",1
"TRSLAU07",1
"TRSLAU08",6
"TRSSDA01",5
"TRSSDA09",5
"TRSTTM02",3
"TRSTTM03",4
"TRSTTM05",4
"TRSTTM06",6
"TRSTTM07",5
"TRSTTM08",8
"TRSTZG04",3
"TRSTZG09",5
"TRSUSS01",3
"TRSUSS05",4
"TRSUSS06",5
"TRSUSS07",7
"TRSUSS09",8
"TRSWKR01",4
"TRSWKR07",4
"TRSWKR08",5
"TRSWKR09",4
"TRSWKR10",4
"TRSYRR01",6
"TRSYRR02",4
"TRSYRR04",2
"TRSYRR05",1
"TRSYRR07",4
"TRSYRR09",1
